"Family"	"Species_abbrv"	"SpeciesForPhylogeny"	"Brain_volume_mm3_decasien"	"Hippocampus_volume_mm3_decasien"	"Neocortex_volume_mm3_decasien"	"Cerebellum_volume_mm3_decasien"	"Striatum_volume_mm3_decasien"	"MOB_volume_mm3_decasien"	"Optic.Tract_volume_mm3_decasien"	"Brain_volume_mm3_powell_mosaic"	"Neocortex_volume_mm3_powell_mosaic"	"Cerebellum_volume_mm3_powell_mosaic"	"Brain_volume_mm3_todorov"	"Hippocampus_volume_mm3_todorov"	"Neocortex_volume_mm3_todorov"	"Brain_volume_mm3_navarrete"	"Hippocampus_volume_mm3_navarrete"	"Neocortex_volume_mm3_navarrete"	"Cerebellum_volume_mm3_navarrete"	"Striatum_volume_mm3_navarrete"	"Brain_volume_mm3_grueter"	"Brain_volume_mm3_powell"	"Body_mass_g_pearce"	"Body_mass_g_powell"	"Body_mass_g_grueter"	"Body_mass_g_decasien"	"Dietbreadth_powell2"	"Diet_frug_powell"	"Diet_leaves_powell"	"Diet_youngleaves_powell"	"Diet_matureleaves_powell"	"Diet_frug_decasien"	"Diet_leaves_willems"	"geographicCode"	"Guild_init_decasien"	"DietaryGuild"	"FrugivoryPercent"	"FolivoryPercent"	"Brain"	"Neocortex"	"Cerebellum"	"Hippocampus"	"Striatum"	"MOB"	"Optic.Tract"	"Bodymass"
NA	"Semnopithecus_ente"	"Semnopithecus_entellus"	107540	NA	76110	NA	NA	NA	NA	107540	76032.6	11428.8	NA	NA	NA	NA	NA	NA	NA	NA	110930	95240	12679.29	10975.9	14742	11399	2	22.25	54.7	8.8	40.7	24.4	52.05	"000000001000"	"Leaf"	"Fruit"	22.25	54.7	107540	76110	11428.8	NA	NA	NA	NA	10975.9
NA	"Semnopithecus_hect"	"Semnopithecus_hect"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Semnopithecus_hypo"	"Semnopithecus_hypo"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Semnopithecus_pria"	"Semnopithecus_pria"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75290	NA	6577	NA	NA	NA	45	48	27	21	NA	NA	NA	NA	"Fruit"	45	48	75290	NA	NA	NA	NA	NA	NA	6577
NA	"Semnopithecus_schi"	"Semnopithecus_schi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	126130	NA	14800	NA	NA	NA	20.1	60.4	14	46.4	NA	NA	NA	NA	"Fruit"	20.1	60.4	126130	NA	NA	NA	NA	NA	NA	14800
NA	"Simias_conc"	"Simias_conc"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52450	7393.9	6800	NA	NA	3	30	35	30	5	NA	35	NA	NA	"Fruit"	30	35	52450	NA	NA	NA	NA	NA	NA	6800
NA	"Symphalangus_synd"	"Symphalangus_syndactylus"	133890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	123500	124510	10839	11295	11295	9246	4	40.8	45.4	44.4	1	47	50.6666667	"000000000001"	"Leaf"	"Fruit"	40.8	45.4	133890	NA	NA	NA	NA	NA	NA	9246
NA	"Tarsius_banc"	"Tarsius_bancanus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3150	114.39	110.7	NA	105	3	0	0	0	0	NA	NA	NA	"Om"	"Fruit"	0	0	3150	NA	NA	NA	NA	NA	NA	114.39
NA	"Tarsius_dent"	"Tarsius_dentatus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3000	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	"000000000001"	NA	"Other"	NA	0	3000	NA	NA	NA	NA	NA	NA	NA
NA	"Tarsius_lari"	"Tarsius_lariang"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"000000000001"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Tarsius_pele"	"Tarsius_pele"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Tarsius_pumi"	"Tarsius_pumi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Tarsius_sang"	"Tarsius_sang"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Tarsius_syri"	"Tarsius_syrichta"	3328.3525	153	1694	428	133	79.2	15.5	3060	1621	294.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	3380	NA	129	NA	108	1	0	0	0	0	0	NA	NA	"Om"	"Fruit"	0	0	3328.3525	1694	428	153	133	79.2	NA	129
NA	"Tarsius_tars"	"Tarsius_tars"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3250	NA	116.5	NA	NA	3	0	0	0	0	NA	NA	NA	NA	"Other"	0	0	3250	NA	NA	NA	NA	NA	NA	116.5
NA	"Theropithecus_gela"	"Theropithecus_gelada"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	133330	123220	NA	14171	15350	14788	2	2.1	93.9	94.2	0	26	NA	"000010000000"	"Fruit"	"Leaf"	2.1	93.9	133330	NA	NA	NA	NA	NA	NA	14171
NA	"Trachypithecus_aura"	"Trachypithecus_auratus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62590	NA	7100	NA	NA	NA	28.6	51.9	45.3	6.6	NA	NA	NA	NA	"Fruit"	28.6	51.9	62590	NA	NA	NA	NA	NA	NA	7100
NA	"Trachypithecus_barb"	"Trachypithecus_barb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.6	39.4	NA	NA	NA	NA	NA	NA	"Fruit"	35.6	39.4	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Trachypithecus_cris"	"Trachypithecus_cristatus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57860	58400	NA	6060	6394	5454	NA	NA	NA	NA	NA	19	56	"000000000001"	"Leaf"	"Leaf"	19	56	57860	NA	NA	NA	NA	NA	NA	5454
NA	"Trachypithecus_dela"	"Trachypithecus_delacouri"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	"000000000010"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Trachypithecus_eben"	"Trachypithecus_eben"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Trachypithecus_fran"	"Trachypithecus_francoisi"	98552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81000	NA	NA	NA	NA	1	19.03333333	67.06666667	55.36666667	17.3	NA	74.2	"000000000100"	NA	"Leaf"	19.03333333	67.06666667	81000	NA	NA	NA	NA	NA	NA	NA
NA	"Trachypithecus_geei"	"Trachypithecus_geei"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81300	NA	9500	NA	NA	NA	NA	NA	NA	NA	NA	NA	"000000001100"	NA	"Other"	NA	NA	81300	NA	NA	NA	NA	NA	NA	9500
NA	"Trachypithecus_germ"	"Trachypithecus_germaini"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"000000000010"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Trachypithecus_hati"	"Trachypithecus_hati"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Trachypithecus_john"	"Trachypithecus_johnii"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84600	78000	10595.08	11200	11600	11098	1	24.62666667	48.71666667	38.87	9.846666667	21	50.2166667	NA	"Leaf"	"Fruit"	21	48.71666667	84600	NA	NA	NA	NA	NA	NA	11600
NA	"Trachypithecus_laot"	"Trachypithecus_laotum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"000000000010"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Trachypithecus_leuc"	"Trachypithecus_leuc"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.95	NA	NA	"Leaf"	NA	83.95	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Trachypithecus_obsc"	"Trachypithecus_obscurus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62120	59300	7247.88	6765	7056	5776	1	37.9	53.1	35.4	22.6	35	53.1	"000000000001"	"Leaf"	"Fruit"	35	53.1	62120	NA	NA	NA	NA	NA	NA	5776
NA	"Trachypithecus_phay"	"Trachypithecus_phayrei"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72840	70200	NA	7182	7475	8041	NA	25.15	52.6	48.5	0.1	NA	NA	"000000001010"	"Leaf"	"Fruit"	25.15	52.6	70200	NA	NA	NA	NA	NA	NA	7182
NA	"Trachypithecus_pile"	"Trachypithecus_pileatus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	103640	97360	11219.93	9860	11794	10153	NA	25.95	50.4	12.7	33.6	NA	48.35	"000000001000"	"Leaf"	"Fruit"	25.95	48.35	97360	NA	NA	NA	NA	NA	NA	10153
NA	"Trachypithecus_poli"	"Trachypithecus_poliocephalus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8593.558889	7820	NA	NA	NA	6.8	87.35	77	10.35	NA	NA	"000000000010"	NA	"Leaf"	6.8	87.35	NA	NA	NA	NA	NA	NA	NA	8593.558889
NA	"Trachypithecus_shor"	"Trachypithecus_shor"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Trachypithecus_vetu"	"Trachypithecus_vetulus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61290	59910	NA	5684	6237	7706	2	28	60	20	40	NA	60	NA	"Leaf"	"Fruit"	28	60	61290	NA	NA	NA	NA	NA	NA	6237
NA	"Varecia_rubr"	"Varecia_rubra"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29820	3872.6	3527	NA	NA	NA	82.45	11.4	1.7	9.65	NA	NA	"100000000000"	NA	"Fruit"	82.45	11.4	29820	NA	NA	NA	NA	NA	NA	3872.6
NA	"Varecia_vari"	"Varecia_variegata_variegata"	30064.505	1404	15293	4286	1591	369	NA	29730	15275.7	4285.5	29713	1403.65	15293	NA	NA	NA	NA	NA	32120	30480	NA	3575	3575	3335	4	78.8	9.3	5.8	NA	73.9	9.29	NA	"Fruit"	"Fruit"	78.8	9.3	29713	15293	4285.5	1404	1591	369	NA	3575
